anio_nacimiento,area_salud,departamento,municipio,codigo_municipio,num_dosis,sexo,n_vacunados,poblacion
2012,PETEN SUR OCCIDENTAL,PETEN,LA LIBERTAD,1705,2a.,Masculino,0,1046
2013,PETEN SUR OCCIDENTAL,PETEN,LA LIBERTAD,1705,1a.,Masculino,0,1059
2013,PETEN SUR OCCIDENTAL,PETEN,LA LIBERTAD,1705,2a.,Masculino,0,1059
2014,PETEN SUR OCCIDENTAL,PETEN,LA LIBERTAD,1705,1a.,Masculino,72,269
2015,PETEN SUR OCCIDENTAL,PETEN,LA LIBERTAD,1705,1a.,Masculino,77,1081
2006,PETEN SUR OCCIDENTAL,PETEN,LAS CRUCES,1713,1a.,Masculino,0,0
2006,PETEN SUR OCCIDENTAL,PETEN,LAS CRUCES,1713,2a.,Masculino,0,0
2007,PETEN SUR OCCIDENTAL,PETEN,LAS CRUCES,1713,1a.,Masculino,0,808
2007,PETEN SUR OCCIDENTAL,PETEN,LAS CRUCES,1713,2a.,Masculino,0,808
2008,PETEN SUR OCCIDENTAL,PETEN,LAS CRUCES,1713,1a.,Masculino,0,1132
2008,PETEN SUR OCCIDENTAL,PETEN,LAS CRUCES,1713,2a.,Masculino,0,1132
2009,PETEN SUR OCCIDENTAL,PETEN,LAS CRUCES,1713,1a.,Masculino,0,1065
2009,PETEN SUR OCCIDENTAL,PETEN,LAS CRUCES,1713,2a.,Masculino,0,1065
2010,PETEN SUR OCCIDENTAL,PETEN,LAS CRUCES,1713,1a.,Masculino,0,1141
2010,PETEN SUR OCCIDENTAL,PETEN,LAS CRUCES,1713,2a.,Masculino,0,1141
2011,PETEN SUR OCCIDENTAL,PETEN,LAS CRUCES,1713,1a.,Masculino,0,1087
2011,PETEN SUR OCCIDENTAL,PETEN,LAS CRUCES,1713,2a.,Masculino,0,1087
2012,PETEN SUR OCCIDENTAL,PETEN,LAS CRUCES,1713,1a.,Masculino,0,1107
2012,PETEN SUR OCCIDENTAL,PETEN,LAS CRUCES,1713,2a.,Masculino,0,1107
2013,PETEN SUR OCCIDENTAL,PETEN,LAS CRUCES,1713,1a.,Masculino,0,1164
2013,PETEN SUR OCCIDENTAL,PETEN,LAS CRUCES,1713,2a.,Masculino,0,1164
2014,PETEN SUR OCCIDENTAL,PETEN,LAS CRUCES,1713,1a.,Masculino,0,5119
2015,PETEN SUR OCCIDENTAL,PETEN,LAS CRUCES,1713,1a.,Masculino,42,467
2006,PETEN SUR OCCIDENTAL,PETEN,SAYAXCHE,1710,1a.,Masculino,0,1181
2006,PETEN SUR OCCIDENTAL,PETEN,SAYAXCHE,1710,2a.,Masculino,0,1181
2007,PETEN SUR OCCIDENTAL,PETEN,SAYAXCHE,1710,1a.,Masculino,0,950
2007,PETEN SUR OCCIDENTAL,PETEN,SAYAXCHE,1710,2a.,Masculino,1,950
2008,PETEN SUR OCCIDENTAL,PETEN,SAYAXCHE,1710,1a.,Masculino,2,1138
2008,PETEN SUR OCCIDENTAL,PETEN,SAYAXCHE,1710,2a.,Masculino,1,1138
2009,PETEN SUR OCCIDENTAL,PETEN,SAYAXCHE,1710,1a.,Masculino,2,1022
2009,PETEN SUR OCCIDENTAL,PETEN,SAYAXCHE,1710,2a.,Masculino,0,1022
2010,PETEN SUR OCCIDENTAL,PETEN,SAYAXCHE,1710,1a.,Masculino,3,1040
2010,PETEN SUR OCCIDENTAL,PETEN,SAYAXCHE,1710,2a.,Masculino,1,1040
2011,PETEN SUR OCCIDENTAL,PETEN,SAYAXCHE,1710,1a.,Masculino,1,5101
2011,PETEN SUR OCCIDENTAL,PETEN,SAYAXCHE,1710,2a.,Masculino,0,5101
2012,PETEN SUR OCCIDENTAL,PETEN,SAYAXCHE,1710,1a.,Masculino,0,5180
2012,PETEN SUR OCCIDENTAL,PETEN,SAYAXCHE,1710,2a.,Masculino,1,5180
2013,PETEN SUR OCCIDENTAL,PETEN,SAYAXCHE,1710,1a.,Masculino,0,5223
2013,PETEN SUR OCCIDENTAL,PETEN,SAYAXCHE,1710,2a.,Masculino,0,5223
2014,PETEN SUR OCCIDENTAL,PETEN,SAYAXCHE,1710,1a.,Masculino,9,791
2015,PETEN SUR OCCIDENTAL,PETEN,SAYAXCHE,1710,1a.,Masculino,112,1291
2006,PETEN SUR ORIENTAL,PETEN,DOLORES,1708,1a.,Masculino,0,619
2006,PETEN SUR ORIENTAL,PETEN,DOLORES,1708,2a.,Masculino,0,619
2007,PETEN SUR ORIENTAL,PETEN,DOLORES,1708,1a.,Masculino,0,5077
2007,PETEN SUR ORIENTAL,PETEN,DOLORES,1708,2a.,Masculino,0,5077
2008,PETEN SUR ORIENTAL,PETEN,DOLORES,1708,1a.,Masculino,0,755
2008,PETEN SUR ORIENTAL,PETEN,DOLORES,1708,2a.,Masculino,0,755
2009,PETEN SUR ORIENTAL,PETEN,DOLORES,1708,1a.,Masculino,0,652
2009,PETEN SUR ORIENTAL,PETEN,DOLORES,1708,2a.,Masculino,0,652
2010,PETEN SUR ORIENTAL,PETEN,DOLORES,1708,1a.,Masculino,0,676
2010,PETEN SUR ORIENTAL,PETEN,DOLORES,1708,2a.,Masculino,0,676
2011,PETEN SUR ORIENTAL,PETEN,DOLORES,1708,1a.,Masculino,0,722
2011,PETEN SUR ORIENTAL,PETEN,DOLORES,1708,2a.,Masculino,0,722
2012,PETEN SUR ORIENTAL,PETEN,DOLORES,1708,1a.,Masculino,0,690
2012,PETEN SUR ORIENTAL,PETEN,DOLORES,1708,2a.,Masculino,0,690
2013,PETEN SUR ORIENTAL,PETEN,DOLORES,1708,1a.,Masculino,0,729
2013,PETEN SUR ORIENTAL,PETEN,DOLORES,1708,2a.,Masculino,0,729
2014,PETEN SUR ORIENTAL,PETEN,DOLORES,1708,1a.,Masculino,0,1357
2015,PETEN SUR ORIENTAL,PETEN,DOLORES,1708,1a.,Masculino,68,500
2006,PETEN SUR ORIENTAL,PETEN,POPTUN,1712,1a.,Masculino,0,573
2006,PETEN SUR ORIENTAL,PETEN,POPTUN,1712,2a.,Masculino,0,573
2007,PETEN SUR ORIENTAL,PETEN,POPTUN,1712,1a.,Masculino,0,1228
2007,PETEN SUR ORIENTAL,PETEN,POPTUN,1712,2a.,Masculino,0,1228
2008,PETEN SUR ORIENTAL,PETEN,POPTUN,1712,1a.,Masculino,0,841
2008,PETEN SUR ORIENTAL,PETEN,POPTUN,1712,2a.,Masculino,0,841
2009,PETEN SUR ORIENTAL,PETEN,POPTUN,1712,1a.,Masculino,0,769
2009,PETEN SUR ORIENTAL,PETEN,POPTUN,1712,2a.,Masculino,0,769
2010,PETEN SUR ORIENTAL,PETEN,POPTUN,1712,1a.,Masculino,0,1160
2010,PETEN SUR ORIENTAL,PETEN,POPTUN,1712,2a.,Masculino,0,1160
2011,PETEN SUR ORIENTAL,PETEN,POPTUN,1712,1a.,Masculino,0,967
2011,PETEN SUR ORIENTAL,PETEN,POPTUN,1712,2a.,Masculino,0,967
2012,PETEN SUR ORIENTAL,PETEN,POPTUN,1712,1a.,Masculino,0,989
2012,PETEN SUR ORIENTAL,PETEN,POPTUN,1712,2a.,Masculino,0,989
2013,PETEN SUR ORIENTAL,PETEN,POPTUN,1712,1a.,Masculino,1,980
2013,PETEN SUR ORIENTAL,PETEN,POPTUN,1712,2a.,Masculino,0,980
2014,PETEN SUR ORIENTAL,PETEN,POPTUN,1712,1a.,Masculino,0,95
2015,PETEN SUR ORIENTAL,PETEN,POPTUN,1712,1a.,Masculino,77,756
2006,PETEN SUR ORIENTAL,PETEN,SAN LUIS,1709,1a.,Masculino,0,945
2006,PETEN SUR ORIENTAL,PETEN,SAN LUIS,1709,2a.,Masculino,1,945
2007,PETEN SUR ORIENTAL,PETEN,SAN LUIS,1709,1a.,Masculino,0,1113
2007,PETEN SUR ORIENTAL,PETEN,SAN LUIS,1709,2a.,Masculino,0,1113
2008,PETEN SUR ORIENTAL,PETEN,SAN LUIS,1709,1a.,Masculino,0,4769
2008,PETEN SUR ORIENTAL,PETEN,SAN LUIS,1709,2a.,Masculino,0,4769
2009,PETEN SUR ORIENTAL,PETEN,SAN LUIS,1709,1a.,Masculino,0,4564
2009,PETEN SUR ORIENTAL,PETEN,SAN LUIS,1709,2a.,Masculino,0,4564
2010,PETEN SUR ORIENTAL,PETEN,SAN LUIS,1709,1a.,Masculino,1,5090
2010,PETEN SUR ORIENTAL,PETEN,SAN LUIS,1709,2a.,Masculino,0,5090
2011,PETEN SUR ORIENTAL,PETEN,SAN LUIS,1709,1a.,Masculino,0,41
2011,PETEN SUR ORIENTAL,PETEN,SAN LUIS,1709,2a.,Masculino,0,41
2012,PETEN SUR ORIENTAL,PETEN,SAN LUIS,1709,1a.,Masculino,0,483
2012,PETEN SUR ORIENTAL,PETEN,SAN LUIS,1709,2a.,Masculino,0,483
2013,PETEN SUR ORIENTAL,PETEN,SAN LUIS,1709,1a.,Masculino,0,517
2013,PETEN SUR ORIENTAL,PETEN,SAN LUIS,1709,2a.,Masculino,0,517
2014,PETEN SUR ORIENTAL,PETEN,SAN LUIS,1709,1a.,Masculino,6,381
2015,PETEN SUR ORIENTAL,PETEN,SAN LUIS,1709,1a.,Masculino,109,1023
2006,PETEN SUR ORIENTAL,PETEN,SANTA ANA,1707,1a.,Masculino,0,196
2006,PETEN SUR ORIENTAL,PETEN,SANTA ANA,1707,2a.,Masculino,0,196
2007,PETEN SUR ORIENTAL,PETEN,SANTA ANA,1707,1a.,Masculino,0,641
2007,PETEN SUR ORIENTAL,PETEN,SANTA ANA,1707,2a.,Masculino,0,641
2008,PETEN SUR ORIENTAL,PETEN,SANTA ANA,1707,1a.,Masculino,0,402
2008,PETEN SUR ORIENTAL,PETEN,SANTA ANA,1707,2a.,Masculino,0,402
2009,PETEN SUR ORIENTAL,PETEN,SANTA ANA,1707,1a.,Masculino,0,313
2009,PETEN SUR ORIENTAL,PETEN,SANTA ANA,1707,2a.,Masculino,0,313
2010,PETEN SUR ORIENTAL,PETEN,SANTA ANA,1707,1a.,Masculino,0,324
2010,PETEN SUR ORIENTAL,PETEN,SANTA ANA,1707,2a.,Masculino,0,324
2011,PETEN SUR ORIENTAL,PETEN,SANTA ANA,1707,1a.,Masculino,0,333
2011,PETEN SUR ORIENTAL,PETEN,SANTA ANA,1707,2a.,Masculino,0,333
2012,PETEN SUR ORIENTAL,PETEN,SANTA ANA,1707,1a.,Masculino,0,319
2012,PETEN SUR ORIENTAL,PETEN,SANTA ANA,1707,2a.,Masculino,0,319
2013,PETEN SUR ORIENTAL,PETEN,SANTA ANA,1707,1a.,Masculino,0,339
2013,PETEN SUR ORIENTAL,PETEN,SANTA ANA,1707,2a.,Masculino,0,339
2014,PETEN SUR ORIENTAL,PETEN,SANTA ANA,1707,1a.,Masculino,0,1060
2015,PETEN SUR ORIENTAL,PETEN,SANTA ANA,1707,1a.,Masculino,61,270
2006,QUETZALTENANGO,QUETZALTENANGO,ALMOLONGA,913,1a.,Masculino,0,135
2006,QUETZALTENANGO,QUETZALTENANGO,ALMOLONGA,913,2a.,Masculino,0,135
2007,QUETZALTENANGO,QUETZALTENANGO,ALMOLONGA,913,1a.,Masculino,0,402
2007,QUETZALTENANGO,QUETZALTENANGO,ALMOLONGA,913,2a.,Masculino,0,402
2008,QUETZALTENANGO,QUETZALTENANGO,ALMOLONGA,913,1a.,Masculino,0,409
2008,QUETZALTENANGO,QUETZALTENANGO,ALMOLONGA,913,2a.,Masculino,0,409
2009,QUETZALTENANGO,QUETZALTENANGO,ALMOLONGA,913,1a.,Masculino,0,414
2009,QUETZALTENANGO,QUETZALTENANGO,ALMOLONGA,913,2a.,Masculino,0,414
2010,QUETZALTENANGO,QUETZALTENANGO,ALMOLONGA,913,1a.,Masculino,0,389
2010,QUETZALTENANGO,QUETZALTENANGO,ALMOLONGA,913,2a.,Masculino,0,389
2011,QUETZALTENANGO,QUETZALTENANGO,ALMOLONGA,913,1a.,Masculino,0,421
2011,QUETZALTENANGO,QUETZALTENANGO,ALMOLONGA,913,2a.,Masculino,0,421
2012,QUETZALTENANGO,QUETZALTENANGO,ALMOLONGA,913,1a.,Masculino,0,451
2012,QUETZALTENANGO,QUETZALTENANGO,ALMOLONGA,913,2a.,Masculino,0,451
2013,QUETZALTENANGO,QUETZALTENANGO,ALMOLONGA,913,1a.,Masculino,0,407
2013,QUETZALTENANGO,QUETZALTENANGO,ALMOLONGA,913,2a.,Masculino,0,407
2014,QUETZALTENANGO,QUETZALTENANGO,ALMOLONGA,913,1a.,Masculino,0,432
2015,QUETZALTENANGO,QUETZALTENANGO,ALMOLONGA,913,1a.,Masculino,6,177
2006,QUETZALTENANGO,QUETZALTENANGO,CABRICAN,906,1a.,Masculino,1,372
2006,QUETZALTENANGO,QUETZALTENANGO,CABRICAN,906,2a.,Masculino,1,372
2007,QUETZALTENANGO,QUETZALTENANGO,CABRICAN,906,1a.,Masculino,0,216
2007,QUETZALTENANGO,QUETZALTENANGO,CABRICAN,906,2a.,Masculino,0,216
2008,QUETZALTENANGO,QUETZALTENANGO,CABRICAN,906,1a.,Masculino,0,230
2008,QUETZALTENANGO,QUETZALTENANGO,CABRICAN,906,2a.,Masculino,0,230
2009,QUETZALTENANGO,QUETZALTENANGO,CABRICAN,906,1a.,Masculino,0,231
2009,QUETZALTENANGO,QUETZALTENANGO,CABRICAN,906,2a.,Masculino,0,231
2010,QUETZALTENANGO,QUETZALTENANGO,CABRICAN,906,1a.,Masculino,0,269
2010,QUETZALTENANGO,QUETZALTENANGO,CABRICAN,906,2a.,Masculino,0,269
2011,QUETZALTENANGO,QUETZALTENANGO,CABRICAN,906,1a.,Masculino,1,276
2011,QUETZALTENANGO,QUETZALTENANGO,CABRICAN,906,2a.,Masculino,0,276
2012,QUETZALTENANGO,QUETZALTENANGO,CABRICAN,906,1a.,Masculino,0,279
2012,QUETZALTENANGO,QUETZALTENANGO,CABRICAN,906,2a.,Masculino,0,279
2013,QUETZALTENANGO,QUETZALTENANGO,CABRICAN,906,1a.,Masculino,0,240
2013,QUETZALTENANGO,QUETZALTENANGO,CABRICAN,906,2a.,Masculino,0,240
2014,QUETZALTENANGO,QUETZALTENANGO,CABRICAN,906,1a.,Masculino,0,275
2015,QUETZALTENANGO,QUETZALTENANGO,CABRICAN,906,1a.,Masculino,65,324
2006,QUETZALTENANGO,QUETZALTENANGO,CAJOLA,907,1a.,Masculino,0,223
2006,QUETZALTENANGO,QUETZALTENANGO,CAJOLA,907,2a.,Masculino,0,223
2007,QUETZALTENANGO,QUETZALTENANGO,CAJOLA,907,1a.,Masculino,0,118
2007,QUETZALTENANGO,QUETZALTENANGO,CAJOLA,907,2a.,Masculino,0,118
2008,QUETZALTENANGO,QUETZALTENANGO,CAJOLA,907,1a.,Masculino,0,134
2008,QUETZALTENANGO,QUETZALTENANGO,CAJOLA,907,2a.,Masculino,0,134
2009,QUETZALTENANGO,QUETZALTENANGO,CAJOLA,907,1a.,Masculino,0,104
2009,QUETZALTENANGO,QUETZALTENANGO,CAJOLA,907,2a.,Masculino,0,104
2010,QUETZALTENANGO,QUETZALTENANGO,CAJOLA,907,1a.,Masculino,0,96
2010,QUETZALTENANGO,QUETZALTENANGO,CAJOLA,907,2a.,Masculino,0,96
2011,QUETZALTENANGO,QUETZALTENANGO,CAJOLA,907,1a.,Masculino,0,117
2011,QUETZALTENANGO,QUETZALTENANGO,CAJOLA,907,2a.,Masculino,0,117
2012,QUETZALTENANGO,QUETZALTENANGO,CAJOLA,907,1a.,Masculino,0,134
2012,QUETZALTENANGO,QUETZALTENANGO,CAJOLA,907,2a.,Masculino,0,134
2013,QUETZALTENANGO,QUETZALTENANGO,CAJOLA,907,1a.,Masculino,0,130
2013,QUETZALTENANGO,QUETZALTENANGO,CAJOLA,907,2a.,Masculino,0,130
2014,QUETZALTENANGO,QUETZALTENANGO,CAJOLA,907,1a.,Masculino,0,113
2015,QUETZALTENANGO,QUETZALTENANGO,CAJOLA,907,1a.,Masculino,28,269
2006,QUETZALTENANGO,QUETZALTENANGO,CANTEL,914,1a.,Masculino,0,404
2006,QUETZALTENANGO,QUETZALTENANGO,CANTEL,914,2a.,Masculino,0,404
2007,QUETZALTENANGO,QUETZALTENANGO,CANTEL,914,1a.,Masculino,0,191
2007,QUETZALTENANGO,QUETZALTENANGO,CANTEL,914,2a.,Masculino,0,191
2008,QUETZALTENANGO,QUETZALTENANGO,CANTEL,914,1a.,Masculino,1,190
2008,QUETZALTENANGO,QUETZALTENANGO,CANTEL,914,2a.,Masculino,0,190
2009,QUETZALTENANGO,QUETZALTENANGO,CANTEL,914,1a.,Masculino,0,208
2009,QUETZALTENANGO,QUETZALTENANGO,CANTEL,914,2a.,Masculino,0,208
2010,QUETZALTENANGO,QUETZALTENANGO,CANTEL,914,1a.,Masculino,1,206
2010,QUETZALTENANGO,QUETZALTENANGO,CANTEL,914,2a.,Masculino,0,206
2011,QUETZALTENANGO,QUETZALTENANGO,CANTEL,914,1a.,Masculino,0,206
2011,QUETZALTENANGO,QUETZALTENANGO,CANTEL,914,2a.,Masculino,0,206
2012,QUETZALTENANGO,QUETZALTENANGO,CANTEL,914,1a.,Masculino,0,254
2012,QUETZALTENANGO,QUETZALTENANGO,CANTEL,914,2a.,Masculino,0,254
2013,QUETZALTENANGO,QUETZALTENANGO,CANTEL,914,1a.,Masculino,0,222
2013,QUETZALTENANGO,QUETZALTENANGO,CANTEL,914,2a.,Masculino,0,222
2014,QUETZALTENANGO,QUETZALTENANGO,CANTEL,914,1a.,Masculino,8,245
2015,QUETZALTENANGO,QUETZALTENANGO,CANTEL,914,1a.,Masculino,23,413
2006,QUETZALTENANGO,QUETZALTENANGO,COATEPEQUE,920,1a.,Masculino,5,1324
2006,QUETZALTENANGO,QUETZALTENANGO,COATEPEQUE,920,2a.,Masculino,1,1324
2007,QUETZALTENANGO,QUETZALTENANGO,COATEPEQUE,920,1a.,Masculino,1,527
2007,QUETZALTENANGO,QUETZALTENANGO,COATEPEQUE,920,2a.,Masculino,1,527
2008,QUETZALTENANGO,QUETZALTENANGO,COATEPEQUE,920,1a.,Masculino,2,446
2008,QUETZALTENANGO,QUETZALTENANGO,COATEPEQUE,920,2a.,Masculino,0,446
2009,QUETZALTENANGO,QUETZALTENANGO,COATEPEQUE,920,1a.,Masculino,2,507
2009,QUETZALTENANGO,QUETZALTENANGO,COATEPEQUE,920,2a.,Masculino,1,507
2010,QUETZALTENANGO,QUETZALTENANGO,COATEPEQUE,920,1a.,Masculino,4,519
2010,QUETZALTENANGO,QUETZALTENANGO,COATEPEQUE,920,2a.,Masculino,1,519
2011,QUETZALTENANGO,QUETZALTENANGO,COATEPEQUE,920,1a.,Masculino,2,569
2011,QUETZALTENANGO,QUETZALTENANGO,COATEPEQUE,920,2a.,Masculino,1,569
2012,QUETZALTENANGO,QUETZALTENANGO,COATEPEQUE,920,1a.,Masculino,1,575
2012,QUETZALTENANGO,QUETZALTENANGO,COATEPEQUE,920,2a.,Masculino,1,575
2013,QUETZALTENANGO,QUETZALTENANGO,COATEPEQUE,920,1a.,Masculino,0,557
2013,QUETZALTENANGO,QUETZALTENANGO,COATEPEQUE,920,2a.,Masculino,0,557
2014,QUETZALTENANGO,QUETZALTENANGO,COATEPEQUE,920,1a.,Masculino,4,582
2015,QUETZALTENANGO,QUETZALTENANGO,COATEPEQUE,920,1a.,Masculino,80,1420
2006,QUETZALTENANGO,QUETZALTENANGO,COLOMBA,917,1a.,Masculino,0,708
2006,QUETZALTENANGO,QUETZALTENANGO,COLOMBA,917,2a.,Masculino,0,708
2007,QUETZALTENANGO,QUETZALTENANGO,COLOMBA,917,1a.,Masculino,0,106
2007,QUETZALTENANGO,QUETZALTENANGO,COLOMBA,917,2a.,Masculino,0,106
2008,QUETZALTENANGO,QUETZALTENANGO,COLOMBA,917,1a.,Masculino,0,102
2008,QUETZALTENANGO,QUETZALTENANGO,COLOMBA,917,2a.,Masculino,0,102
2009,QUETZALTENANGO,QUETZALTENANGO,COLOMBA,917,1a.,Masculino,0,86
2009,QUETZALTENANGO,QUETZALTENANGO,COLOMBA,917,2a.,Masculino,0,86
2010,QUETZALTENANGO,QUETZALTENANGO,COLOMBA,917,1a.,Masculino,0,80
2010,QUETZALTENANGO,QUETZALTENANGO,COLOMBA,917,2a.,Masculino,1,80
2011,QUETZALTENANGO,QUETZALTENANGO,COLOMBA,917,1a.,Masculino,0,91
2011,QUETZALTENANGO,QUETZALTENANGO,COLOMBA,917,2a.,Masculino,0,91
2012,QUETZALTENANGO,QUETZALTENANGO,COLOMBA,917,1a.,Masculino,0,111
2012,QUETZALTENANGO,QUETZALTENANGO,COLOMBA,917,2a.,Masculino,0,111
2013,QUETZALTENANGO,QUETZALTENANGO,COLOMBA,917,1a.,Masculino,0,102
2013,QUETZALTENANGO,QUETZALTENANGO,COLOMBA,917,2a.,Masculino,0,102
2014,QUETZALTENANGO,QUETZALTENANGO,COLOMBA,917,1a.,Masculino,17,94
2015,QUETZALTENANGO,QUETZALTENANGO,COLOMBA,917,1a.,Masculino,90,670
2006,QUETZALTENANGO,QUETZALTENANGO,CONCEPCION CHIQUIRICHAPA,911,1a.,Masculino,0,179
2006,QUETZALTENANGO,QUETZALTENANGO,CONCEPCION CHIQUIRICHAPA,911,2a.,Masculino,0,179
2007,QUETZALTENANGO,QUETZALTENANGO,CONCEPCION CHIQUIRICHAPA,911,1a.,Masculino,0,332
2007,QUETZALTENANGO,QUETZALTENANGO,CONCEPCION CHIQUIRICHAPA,911,2a.,Masculino,0,332
2008,QUETZALTENANGO,QUETZALTENANGO,CONCEPCION CHIQUIRICHAPA,911,1a.,Masculino,0,352
2008,QUETZALTENANGO,QUETZALTENANGO,CONCEPCION CHIQUIRICHAPA,911,2a.,Masculino,0,352
2009,QUETZALTENANGO,QUETZALTENANGO,CONCEPCION CHIQUIRICHAPA,911,1a.,Masculino,0,336
2009,QUETZALTENANGO,QUETZALTENANGO,CONCEPCION CHIQUIRICHAPA,911,2a.,Masculino,0,336
2010,QUETZALTENANGO,QUETZALTENANGO,CONCEPCION CHIQUIRICHAPA,911,1a.,Masculino,0,387
2010,QUETZALTENANGO,QUETZALTENANGO,CONCEPCION CHIQUIRICHAPA,911,2a.,Masculino,0,387
2011,QUETZALTENANGO,QUETZALTENANGO,CONCEPCION CHIQUIRICHAPA,911,1a.,Masculino,0,399
2011,QUETZALTENANGO,QUETZALTENANGO,CONCEPCION CHIQUIRICHAPA,911,2a.,Masculino,0,399
2012,QUETZALTENANGO,QUETZALTENANGO,CONCEPCION CHIQUIRICHAPA,911,1a.,Masculino,0,422
2012,QUETZALTENANGO,QUETZALTENANGO,CONCEPCION CHIQUIRICHAPA,911,2a.,Masculino,0,422
2013,QUETZALTENANGO,QUETZALTENANGO,CONCEPCION CHIQUIRICHAPA,911,1a.,Masculino,0,423
2013,QUETZALTENANGO,QUETZALTENANGO,CONCEPCION CHIQUIRICHAPA,911,2a.,Masculino,0,423
2014,QUETZALTENANGO,QUETZALTENANGO,CONCEPCION CHIQUIRICHAPA,911,1a.,Masculino,0,399
2015,QUETZALTENANGO,QUETZALTENANGO,CONCEPCION CHIQUIRICHAPA,911,1a.,Masculino,21,236
2006,QUETZALTENANGO,QUETZALTENANGO,EL PALMAR,919,1a.,Masculino,0,384
2006,QUETZALTENANGO,QUETZALTENANGO,EL PALMAR,919,2a.,Masculino,0,384
2007,QUETZALTENANGO,QUETZALTENANGO,EL PALMAR,919,1a.,Masculino,0,1296
2007,QUETZALTENANGO,QUETZALTENANGO,EL PALMAR,919,2a.,Masculino,0,1296
2008,QUETZALTENANGO,QUETZALTENANGO,EL PALMAR,919,1a.,Masculino,0,1325
2008,QUETZALTENANGO,QUETZALTENANGO,EL PALMAR,919,2a.,Masculino,0,1325
2009,QUETZALTENANGO,QUETZALTENANGO,EL PALMAR,919,1a.,Masculino,0,1282
2009,QUETZALTENANGO,QUETZALTENANGO,EL PALMAR,919,2a.,Masculino,0,1282
2010,QUETZALTENANGO,QUETZALTENANGO,EL PALMAR,919,1a.,Masculino,0,1332
2010,QUETZALTENANGO,QUETZALTENANGO,EL PALMAR,919,2a.,Masculino,0,1332
2011,QUETZALTENANGO,QUETZALTENANGO,EL PALMAR,919,1a.,Masculino,0,1431
2011,QUETZALTENANGO,QUETZALTENANGO,EL PALMAR,919,2a.,Masculino,0,1431
2012,QUETZALTENANGO,QUETZALTENANGO,EL PALMAR,919,1a.,Masculino,0,1449
2012,QUETZALTENANGO,QUETZALTENANGO,EL PALMAR,919,2a.,Masculino,0,1449
2013,QUETZALTENANGO,QUETZALTENANGO,EL PALMAR,919,1a.,Masculino,0,1360
2013,QUETZALTENANGO,QUETZALTENANGO,EL PALMAR,919,2a.,Masculino,0,1360
2014,QUETZALTENANGO,QUETZALTENANGO,EL PALMAR,919,1a.,Masculino,0,1396
2015,QUETZALTENANGO,QUETZALTENANGO,EL PALMAR,919,1a.,Masculino,32,451
2006,QUETZALTENANGO,QUETZALTENANGO,FLORES COSTA CUCA,922,1a.,Masculino,0,354
2006,QUETZALTENANGO,QUETZALTENANGO,FLORES COSTA CUCA,922,2a.,Masculino,0,354
2007,QUETZALTENANGO,QUETZALTENANGO,FLORES COSTA CUCA,922,1a.,Masculino,0,188
2007,QUETZALTENANGO,QUETZALTENANGO,FLORES COSTA CUCA,922,2a.,Masculino,0,188
2008,QUETZALTENANGO,QUETZALTENANGO,FLORES COSTA CUCA,922,1a.,Masculino,0,155
2008,QUETZALTENANGO,QUETZALTENANGO,FLORES COSTA CUCA,922,2a.,Masculino,0,155
2009,QUETZALTENANGO,QUETZALTENANGO,FLORES COSTA CUCA,922,1a.,Masculino,0,212
2009,QUETZALTENANGO,QUETZALTENANGO,FLORES COSTA CUCA,922,2a.,Masculino,0,212
2010,QUETZALTENANGO,QUETZALTENANGO,FLORES COSTA CUCA,922,1a.,Masculino,0,253
2010,QUETZALTENANGO,QUETZALTENANGO,FLORES COSTA CUCA,922,2a.,Masculino,0,253
2011,QUETZALTENANGO,QUETZALTENANGO,FLORES COSTA CUCA,922,1a.,Masculino,0,221
2011,QUETZALTENANGO,QUETZALTENANGO,FLORES COSTA CUCA,922,2a.,Masculino,0,221
2012,QUETZALTENANGO,QUETZALTENANGO,FLORES COSTA CUCA,922,1a.,Masculino,0,243
2012,QUETZALTENANGO,QUETZALTENANGO,FLORES COSTA CUCA,922,2a.,Masculino,0,243
2013,QUETZALTENANGO,QUETZALTENANGO,FLORES COSTA CUCA,922,1a.,Masculino,0,228
2013,QUETZALTENANGO,QUETZALTENANGO,FLORES COSTA CUCA,922,2a.,Masculino,0,228
2014,QUETZALTENANGO,QUETZALTENANGO,FLORES COSTA CUCA,922,1a.,Masculino,0,251
2015,QUETZALTENANGO,QUETZALTENANGO,FLORES COSTA CUCA,922,1a.,Masculino,16,268
2006,QUETZALTENANGO,QUETZALTENANGO,GENOVA,921,1a.,Masculino,1,540
2006,QUETZALTENANGO,QUETZALTENANGO,GENOVA,921,2a.,Masculino,0,540
2007,QUETZALTENANGO,QUETZALTENANGO,GENOVA,921,1a.,Masculino,0,234
2007,QUETZALTENANGO,QUETZALTENANGO,GENOVA,921,2a.,Masculino,0,234
2008,QUETZALTENANGO,QUETZALTENANGO,GENOVA,921,1a.,Masculino,0,221
2008,QUETZALTENANGO,QUETZALTENANGO,GENOVA,921,2a.,Masculino,0,221
2009,QUETZALTENANGO,QUETZALTENANGO,GENOVA,921,1a.,Masculino,0,232
2009,QUETZALTENANGO,QUETZALTENANGO,GENOVA,921,2a.,Masculino,0,232
2010,QUETZALTENANGO,QUETZALTENANGO,GENOVA,921,1a.,Masculino,0,248
2010,QUETZALTENANGO,QUETZALTENANGO,GENOVA,921,2a.,Masculino,1,248
